,sent_id,sentence,col_sent_weights,topic_id,topic,topic_score,len_sent,len_topic
10,1,"('meter', ""zo'n"", 'klantcontacten', 'week', 'lang', 'allemaal', 'meter', 'soms', 'gewoon', 'angst', 'corona', 'vertrouw', 'eigen', 'intuïtie', 'vooral', 'god', 'lach', 'gerust', 'laatste', 'zie', 'eenmaal')","(0.052543167, 0.052527025, 0.042577792, 0.03937991, 0.034003116, 0.033342715, 0.03216423, 0.031992685, 0.026801948, 0.026189158)",4,"('kans', 'meter', '#anderhalvemetersamenleving', '#stopdelockdown', '#corona', '#blijfthuis', 'houd', '#lockdown', 'afstand', '#houdafstand')",0.04668007418513298,21,10
11,1,"('meter', ""zo'n"", 'klantcontacten', 'week', 'lang', 'allemaal', 'meter', 'soms', 'gewoon', 'angst', 'corona', 'vertrouw', 'eigen', 'intuïtie', 'vooral', 'god', 'lach', 'gerust', 'laatste', 'zie', 'eenmaal')","(0.040056493, 0.03837436, 0.035500564, 0.029390577, 0.028579896, 0.02412208, 0.02347182, 0.023355428, 0.020999838, 0.020401355)",5,"('we', 'moeten', 'waar', 'elkaar', 'regel', 'blijven', 'houden', 'gaan', 'meter', 'onze')",0.04696091637015343,21,10
12,2,"('meter', 'kantoor', 'blijven', 'we', 'massaal', '#thuiswerken', 'we', 'weer', 'mogen', 'gaan', 'steeds', 'mensen', 'terug', 'kantoor', 'houden', 'we', 'meter', 'afstand', 'werkt', 'wanneer', 'kantoor', 'thuis', 'regel')","(0.033914, 0.028602174, 0.028153636, 0.027445884, 0.026339673, 0.02414921, 0.024016483, 0.023493648, 0.023287874, 0.023210961)",0,"('anderhalve', 'jaar', 'jij', 'meter', 'alleen', 'via', 'virus', '‘', 'ruimte', 'iedereen')",0.03758731856942177,23,10
13,2,"('meter', 'kantoor', 'blijven', 'we', 'massaal', '#thuiswerken', 'we', 'weer', 'mogen', 'gaan', 'steeds', 'mensen', 'terug', 'kantoor', 'houden', 'we', 'meter', 'afstand', 'werkt', 'wanneer', 'kantoor', 'thuis', 'regel')","(0.039785545, 0.032295972, 0.03028803, 0.029464245, 0.028402364, 0.027757443, 0.027339462, 0.026661025, 0.025773868, 0.02369693)",1,"('m', 'normaal', 'we', 'lockdown', 'houden', 'nieuwe', 'gaat', 'nodig', 'wij', 'hele')",0.037832338362932205,23,10
14,2,"('meter', 'kantoor', 'blijven', 'we', 'massaal', '#thuiswerken', 'we', 'weer', 'mogen', 'gaan', 'steeds', 'mensen', 'terug', 'kantoor', 'houden', 'we', 'meter', 'afstand', 'werkt', 'wanneer', 'kantoor', 'thuis', 'regel')","(0.034454267, 0.031294756, 0.030406108, 0.029176615, 0.028957149, 0.028421544, 0.028201448, 0.028139979, 0.025790941, 0.0253837)",2,"('houden', 'afstand', 'gewoon', 'wel', 'mensen', 'even', 'nederland', 'weer', '️', 'meter')",0.037957899272441864,23,10
15,2,"('meter', 'kantoor', 'blijven', 'we', 'massaal', '#thuiswerken', 'we', 'weer', 'mogen', 'gaan', 'steeds', 'mensen', 'terug', 'kantoor', 'houden', 'we', 'meter', 'afstand', 'werkt', 'wanneer', 'kantoor', 'thuis', 'regel')","(0.06256152, 0.045397848, 0.0436387, 0.036652975, 0.034272023, 0.03404927, 0.028586496, 0.028347915, 0.02738692, 0.027183188)",3,"('rt', 'beter', 'corona', 'minder', 'meter', 'nee', 'lockdown', '#anderhalvemeter', 'af', 'zie')",0.3587442636489868,23,10
16,2,"('meter', 'kantoor', 'blijven', 'we', 'massaal', '#thuiswerken', 'we', 'weer', 'mogen', 'gaan', 'steeds', 'mensen', 'terug', 'kantoor', 'houden', 'we', 'meter', 'afstand', 'werkt', 'wanneer', 'kantoor', 'thuis', 'regel')","(0.052543167, 0.052527025, 0.042577792, 0.03937991, 0.034003116, 0.033342715, 0.03216423, 0.031992685, 0.026801948, 0.026189158)",4,"('kans', 'meter', '#anderhalvemetersamenleving', '#stopdelockdown', '#corona', '#blijfthuis', 'houd', '#lockdown', 'afstand', '#houdafstand')",0.03834218531847,23,10
17,2,"('meter', 'kantoor', 'blijven', 'we', 'massaal', '#thuiswerken', 'we', 'weer', 'mogen', 'gaan', 'steeds', 'mensen', 'terug', 'kantoor', 'houden', 'we', 'meter', 'afstand', 'werkt', 'wanneer', 'kantoor', 'thuis', 'regel')","(0.040056493, 0.03837436, 0.035500564, 0.029390577, 0.028579896, 0.02412208, 0.02347182, 0.023355428, 0.020999838, 0.020401355)",5,"('we', 'moeten', 'waar', 'elkaar', 'regel', 'blijven', 'houden', 'gaan', 'meter', 'onze')",0.48953598737716675,23,10
18,3,"('meter', 'lockdown', 'boa', 's', 'politie', 'drones', 'demonstraties', 'samenkomsten', 'stickers', 'borden', 'pijltjes', 'propaganda', 'angst', 'zaaien', 'opgeblazen', 'verhalen', 'fakenews', 'handen', 'schudden', 'track', 'and', 'trace', 'apps', 'noodwet', 'nieuwe', 'normaal', 'alsof', 'corona', 'geroepen', 'kwam')","(0.033914, 0.028602174, 0.028153636, 0.027445884, 0.026339673, 0.02414921, 0.024016483, 0.023493648, 0.023287874, 0.023210961)",0,"('anderhalve', 'jaar', 'jij', 'meter', 'alleen', 'via', 'virus', '‘', 'ruimte', 'iedereen')",0.04849906265735626,30,10
19,3,"('meter', 'lockdown', 'boa', 's', 'politie', 'drones', 'demonstraties', 'samenkomsten', 'stickers', 'borden', 'pijltjes', 'propaganda', 'angst', 'zaaien', 'opgeblazen', 'verhalen', 'fakenews', 'handen', 'schudden', 'track', 'and', 'trace', 'apps', 'noodwet', 'nieuwe', 'normaal', 'alsof', 'corona', 'geroepen', 'kwam')","(0.039785545, 0.032295972, 0.03028803, 0.029464245, 0.028402364, 0.027757443, 0.027339462, 0.026661025, 0.025773868, 0.02369693)",1,"('m', 'normaal', 'we', 'lockdown', 'houden', 'nieuwe', 'gaat', 'nodig', 'wij', 'hele')",0.46851709485054016,30,10
20,3,"('meter', 'lockdown', 'boa', 's', 'politie', 'drones', 'demonstraties', 'samenkomsten', 'stickers', 'borden', 'pijltjes', 'propaganda', 'angst', 'zaaien', 'opgeblazen', 'verhalen', 'fakenews', 'handen', 'schudden', 'track', 'and', 'trace', 'apps', 'noodwet', 'nieuwe', 'normaal', 'alsof', 'corona', 'geroepen', 'kwam')","(0.034454267, 0.031294756, 0.030406108, 0.029176615, 0.028957149, 0.028421544, 0.028201448, 0.028139979, 0.025790941, 0.0253837)",2,"('houden', 'afstand', 'gewoon', 'wel', 'mensen', 'even', 'nederland', 'weer', '️', 'meter')",0.04770677164196968,30,10
21,3,"('meter', 'lockdown', 'boa', 's', 'politie', 'drones', 'demonstraties', 'samenkomsten', 'stickers', 'borden', 'pijltjes', 'propaganda', 'angst', 'zaaien', 'opgeblazen', 'verhalen', 'fakenews', 'handen', 'schudden', 'track', 'and', 'trace', 'apps', 'noodwet', 'nieuwe', 'normaal', 'alsof', 'corona', 'geroepen', 'kwam')","(0.06256152, 0.045397848, 0.0436387, 0.036652975, 0.034272023, 0.03404927, 0.028586496, 0.028347915, 0.02738692, 0.027183188)",3,"('rt', 'beter', 'corona', 'minder', 'meter', 'nee', 'lockdown', '#anderhalvemeter', 'af', 'zie')",0.34017857909202576,30,10
22,3,"('meter', 'lockdown', 'boa', 's', 'politie', 'drones', 'demonstraties', 'samenkomsten', 'stickers', 'borden', 'pijltjes', 'propaganda', 'angst', 'zaaien', 'opgeblazen', 'verhalen', 'fakenews', 'handen', 'schudden', 'track', 'and', 'trace', 'apps', 'noodwet', 'nieuwe', 'normaal', 'alsof', 'corona', 'geroepen', 'kwam')","(0.052543167, 0.052527025, 0.042577792, 0.03937991, 0.034003116, 0.033342715, 0.03216423, 0.031992685, 0.026801948, 0.026189158)",4,"('kans', 'meter', '#anderhalvemetersamenleving', '#stopdelockdown', '#corona', '#blijfthuis', 'houd', '#lockdown', 'afstand', '#houdafstand')",0.04763977229595184,30,10
23,3,"('meter', 'lockdown', 'boa', 's', 'politie', 'drones', 'demonstraties', 'samenkomsten', 'stickers', 'borden', 'pijltjes', 'propaganda', 'angst', 'zaaien', 'opgeblazen', 'verhalen', 'fakenews', 'handen', 'schudden', 'track', 'and', 'trace', 'apps', 'noodwet', 'nieuwe', 'normaal', 'alsof', 'corona', 'geroepen', 'kwam')","(0.040056493, 0.03837436, 0.035500564, 0.029390577, 0.028579896, 0.02412208, 0.02347182, 0.023355428, 0.020999838, 0.020401355)",5,"('we', 'moeten', 'waar', 'elkaar', 'regel', 'blijven', 'houden', 'gaan', 'meter', 'onze')",0.04745873063802719,30,10
24,4,"('miljard', 'eu-geld', 'promotie', 'bescherming', 'rechtstaat.die', 'rechtstaat', 'nl', 'faalde.misschien', 'geld', 'slachtoffers', 'zeg', '#outoftheboxdenken', '#toeslagenschandaal', 'https://t.co/ohqzipxjca')","(0.033914, 0.028602174, 0.028153636, 0.027445884, 0.026339673, 0.02414921, 0.024016483, 0.023493648, 0.023287874, 0.023210961)",0,"('anderhalve', 'jaar', 'jij', 'meter', 'alleen', 'via', 'virus', '‘', 'ruimte', 'iedereen')",0.6540082097053528,14,10
25,4,"('miljard', 'eu-geld', 'promotie', 'bescherming', 'rechtstaat.die', 'rechtstaat', 'nl', 'faalde.misschien', 'geld', 'slachtoffers', 'zeg', '#outoftheboxdenken', '#toeslagenschandaal', 'https://t.co/ohqzipxjca')","(0.039785545, 0.032295972, 0.03028803, 0.029464245, 0.028402364, 0.027757443, 0.027339462, 0.026661025, 0.025773868, 0.02369693)",1,"('m', 'normaal', 'we', 'lockdown', 'houden', 'nieuwe', 'gaat', 'nodig', 'wij', 'hele')",0.06946402788162231,14,10
26,4,"('miljard', 'eu-geld', 'promotie', 'bescherming', 'rechtstaat.die', 'rechtstaat', 'nl', 'faalde.misschien', 'geld', 'slachtoffers', 'zeg', '#outoftheboxdenken', '#toeslagenschandaal', 'https://t.co/ohqzipxjca')","(0.034454267, 0.031294756, 0.030406108, 0.029176615, 0.028957149, 0.028421544, 0.028201448, 0.028139979, 0.025790941, 0.0253837)",2,"('houden', 'afstand', 'gewoon', 'wel', 'mensen', 'even', 'nederland', 'weer', '️', 'meter')",0.06924019753932953,14,10
27,4,"('miljard', 'eu-geld', 'promotie', 'bescherming', 'rechtstaat.die', 'rechtstaat', 'nl', 'faalde.misschien', 'geld', 'slachtoffers', 'zeg', '#outoftheboxdenken', '#toeslagenschandaal', 'https://t.co/ohqzipxjca')","(0.06256152, 0.045397848, 0.0436387, 0.036652975, 0.034272023, 0.03404927, 0.028586496, 0.028347915, 0.02738692, 0.027183188)",3,"('rt', 'beter', 'corona', 'minder', 'meter', 'nee', 'lockdown', '#anderhalvemeter', 'af', 'zie')",0.06903709471225739,14,10
28,4,"('miljard', 'eu-geld', 'promotie', 'bescherming', 'rechtstaat.die', 'rechtstaat', 'nl', 'faalde.misschien', 'geld', 'slachtoffers', 'zeg', '#outoftheboxdenken', '#toeslagenschandaal', 'https://t.co/ohqzipxjca')","(0.052543167, 0.052527025, 0.042577792, 0.03937991, 0.034003116, 0.033342715, 0.03216423, 0.031992685, 0.026801948, 0.026189158)",4,"('kans', 'meter', '#anderhalvemetersamenleving', '#stopdelockdown', '#corona', '#blijfthuis', 'houd', '#lockdown', 'afstand', '#houdafstand')",0.06921350955963135,14,10
29,4,"('miljard', 'eu-geld', 'promotie', 'bescherming', 'rechtstaat.die', 'rechtstaat', 'nl', 'faalde.misschien', 'geld', 'slachtoffers', 'zeg', '#outoftheboxdenken', '#toeslagenschandaal', 'https://t.co/ohqzipxjca')","(0.040056493, 0.03837436, 0.035500564, 0.029390577, 0.028579896, 0.02412208, 0.02347182, 0.023355428, 0.020999838, 0.020401355)",5,"('we', 'moeten', 'waar', 'elkaar', 'regel', 'blijven', 'houden', 'gaan', 'meter', 'onze')",0.06903691589832306,14,10
30,5,"('miljard', 'ov', '½', 'm', 'overheid', 'verplicht', 'ov', 'mogelijk', 'ov', 'onmisbaar', 'is.klm', 'krijgt', 'miljard', '½', 'm', 'moeten', 'doorvoeren', 'vliegtuigen', 'stoelbezetting.geen', 'volle', 'vliegtuigen', 'quarantaine')","(0.033914, 0.028602174, 0.028153636, 0.027445884, 0.026339673, 0.02414921, 0.024016483, 0.023493648, 0.023287874, 0.023210961)",0,"('anderhalve', 'jaar', 'jij', 'meter', 'alleen', 'via', 'virus', '‘', 'ruimte', 'iedereen')",0.1886080801486969,22,10
31,5,"('miljard', 'ov', '½', 'm', 'overheid', 'verplicht', 'ov', 'mogelijk', 'ov', 'onmisbaar', 'is.klm', 'krijgt', 'miljard', '½', 'm', 'moeten', 'doorvoeren', 'vliegtuigen', 'stoelbezetting.geen', 'volle', 'vliegtuigen', 'quarantaine')","(0.039785545, 0.032295972, 0.03028803, 0.029464245, 0.028402364, 0.027757443, 0.027339462, 0.026661025, 0.025773868, 0.02369693)",1,"('m', 'normaal', 'we', 'lockdown', 'houden', 'nieuwe', 'gaat', 'nodig', 'wij', 'hele')",0.3963082730770111,22,10
32,5,"('miljard', 'ov', '½', 'm', 'overheid', 'verplicht', 'ov', 'mogelijk', 'ov', 'onmisbaar', 'is.klm', 'krijgt', 'miljard', '½', 'm', 'moeten', 'doorvoeren', 'vliegtuigen', 'stoelbezetting.geen', 'volle', 'vliegtuigen', 'quarantaine')","(0.034454267, 0.031294756, 0.030406108, 0.029176615, 0.028957149, 0.028421544, 0.028201448, 0.028139979, 0.025790941, 0.0253837)",2,"('houden', 'afstand', 'gewoon', 'wel', 'mensen', 'even', 'nederland', 'weer', '️', 'meter')",0.04935188218951225,22,10
33,5,"('miljard', 'ov', '½', 'm', 'overheid', 'verplicht', 'ov', 'mogelijk', 'ov', 'onmisbaar', 'is.klm', 'krijgt', 'miljard', '½', 'm', 'moeten', 'doorvoeren', 'vliegtuigen', 'stoelbezetting.geen', 'volle', 'vliegtuigen', 'quarantaine')","(0.06256152, 0.045397848, 0.0436387, 0.036652975, 0.034272023, 0.03404927, 0.028586496, 0.028347915, 0.02738692, 0.027183188)",3,"('rt', 'beter', 'corona', 'minder', 'meter', 'nee', 'lockdown', '#anderhalvemeter', 'af', 'zie')",0.04892154037952423,22,10
34,5,"('miljard', 'ov', '½', 'm', 'overheid', 'verplicht', 'ov', 'mogelijk', 'ov', 'onmisbaar', 'is.klm', 'krijgt', 'miljard', '½', 'm', 'moeten', 'doorvoeren', 'vliegtuigen', 'stoelbezetting.geen', 'volle', 'vliegtuigen', 'quarantaine')","(0.052543167, 0.052527025, 0.042577792, 0.03937991, 0.034003116, 0.033342715, 0.03216423, 0.031992685, 0.026801948, 0.026189158)",4,"('kans', 'meter', '#anderhalvemetersamenleving', '#stopdelockdown', '#corona', '#blijfthuis', 'houd', '#lockdown', 'afstand', '#houdafstand')",0.04952991008758545,22,10
35,5,"('miljard', 'ov', '½', 'm', 'overheid', 'verplicht', 'ov', 'mogelijk', 'ov', 'onmisbaar', 'is.klm', 'krijgt', 'miljard', '½', 'm', 'moeten', 'doorvoeren', 'vliegtuigen', 'stoelbezetting.geen', 'volle', 'vliegtuigen', 'quarantaine')","(0.040056493, 0.03837436, 0.035500564, 0.029390577, 0.028579896, 0.02412208, 0.02347182, 0.023355428, 0.020999838, 0.020401355)",5,"('we', 'moeten', 'waar', 'elkaar', 'regel', 'blijven', 'houden', 'gaan', 'meter', 'onze')",0.26728034019470215,22,10
36,6,"('raakt', 'hetzelfde', 'lockdown', 'niemand', 'leuk', 'leven', 'gaat', 'gewoon', 'wel', 'anderhalve', 'meter', 'leven', 'gaat', 'gewoon')","(0.033914, 0.028602174, 0.028153636, 0.027445884, 0.026339673, 0.02414921, 0.024016483, 0.023493648, 0.023287874, 0.023210961)",0,"('anderhalve', 'jaar', 'jij', 'meter', 'alleen', 'via', 'virus', '‘', 'ruimte', 'iedereen')",0.05164024606347084,14,10
37,6,"('raakt', 'hetzelfde', 'lockdown', 'niemand', 'leuk', 'leven', 'gaat', 'gewoon', 'wel', 'anderhalve', 'meter', 'leven', 'gaat', 'gewoon')","(0.039785545, 0.032295972, 0.03028803, 0.029464245, 0.028402364, 0.027757443, 0.027339462, 0.026661025, 0.025773868, 0.02369693)",1,"('m', 'normaal', 'we', 'lockdown', 'houden', 'nieuwe', 'gaat', 'nodig', 'wij', 'hele')",0.051938969641923904,14,10
38,6,"('raakt', 'hetzelfde', 'lockdown', 'niemand', 'leuk', 'leven', 'gaat', 'gewoon', 'wel', 'anderhalve', 'meter', 'leven', 'gaat', 'gewoon')","(0.034454267, 0.031294756, 0.030406108, 0.029176615, 0.028957149, 0.028421544, 0.028201448, 0.028139979, 0.025790941, 0.0253837)",2,"('houden', 'afstand', 'gewoon', 'wel', 'mensen', 'even', 'nederland', 'weer', '️', 'meter')",0.7415528893470764,14,10
39,6,"('raakt', 'hetzelfde', 'lockdown', 'niemand', 'leuk', 'leven', 'gaat', 'gewoon', 'wel', 'anderhalve', 'meter', 'leven', 'gaat', 'gewoon')","(0.06256152, 0.045397848, 0.0436387, 0.036652975, 0.034272023, 0.03404927, 0.028586496, 0.028347915, 0.02738692, 0.027183188)",3,"('rt', 'beter', 'corona', 'minder', 'meter', 'nee', 'lockdown', '#anderhalvemeter', 'af', 'zie')",0.05172116681933403,14,10
40,6,"('raakt', 'hetzelfde', 'lockdown', 'niemand', 'leuk', 'leven', 'gaat', 'gewoon', 'wel', 'anderhalve', 'meter', 'leven', 'gaat', 'gewoon')","(0.052543167, 0.052527025, 0.042577792, 0.03937991, 0.034003116, 0.033342715, 0.03216423, 0.031992685, 0.026801948, 0.026189158)",4,"('kans', 'meter', '#anderhalvemetersamenleving', '#stopdelockdown', '#corona', '#blijfthuis', 'houd', '#lockdown', 'afstand', '#houdafstand')",0.051523055881261826,14,10
41,6,"('raakt', 'hetzelfde', 'lockdown', 'niemand', 'leuk', 'leven', 'gaat', 'gewoon', 'wel', 'anderhalve', 'meter', 'leven', 'gaat', 'gewoon')","(0.040056493, 0.03837436, 0.035500564, 0.029390577, 0.028579896, 0.02412208, 0.02347182, 0.023355428, 0.020999838, 0.020401355)",5,"('we', 'moeten', 'waar', 'elkaar', 'regel', 'blijven', 'houden', 'gaan', 'meter', 'onze')",0.05162369832396507,14,10
42,7,"('woning', 'kroning', 'those', 'were', 'the', 'days', 'koningsdag', 'woningsdag', 'beter', 'briljant', 'idee', 'jaar', 'allemaal', 'dam', 'groepjes', 'minstens', 'meter', 'elkaar', 'vertoning', 'meter-dag', 'zoiets')","(0.033914, 0.028602174, 0.028153636, 0.027445884, 0.026339673, 0.02414921, 0.024016483, 0.023493648, 0.023287874, 0.023210961)",0,"('anderhalve', 'jaar', 'jij', 'meter', 'alleen', 'via', 'virus', '‘', 'ruimte', 'iedereen')",0.054755374789237976,21,10
43,7,"('woning', 'kroning', 'those', 'were', 'the', 'days', 'koningsdag', 'woningsdag', 'beter', 'briljant', 'idee', 'jaar', 'allemaal', 'dam', 'groepjes', 'minstens', 'meter', 'elkaar', 'vertoning', 'meter-dag', 'zoiets')","(0.039785545, 0.032295972, 0.03028803, 0.029464245, 0.028402364, 0.027757443, 0.027339462, 0.026661025, 0.025773868, 0.02369693)",1,"('m', 'normaal', 'we', 'lockdown', 'houden', 'nieuwe', 'gaat', 'nodig', 'wij', 'hele')",0.5090665817260742,21,10
44,7,"('woning', 'kroning', 'those', 'were', 'the', 'days', 'koningsdag', 'woningsdag', 'beter', 'briljant', 'idee', 'jaar', 'allemaal', 'dam', 'groepjes', 'minstens', 'meter', 'elkaar', 'vertoning', 'meter-dag', 'zoiets')","(0.034454267, 0.031294756, 0.030406108, 0.029176615, 0.028957149, 0.028421544, 0.028201448, 0.028139979, 0.025790941, 0.0253837)",2,"('houden', 'afstand', 'gewoon', 'wel', 'mensen', 'even', 'nederland', 'weer', '️', 'meter')",0.054110731929540634,21,10
45,7,"('woning', 'kroning', 'those', 'were', 'the', 'days', 'koningsdag', 'woningsdag', 'beter', 'briljant', 'idee', 'jaar', 'allemaal', 'dam', 'groepjes', 'minstens', 'meter', 'elkaar', 'vertoning', 'meter-dag', 'zoiets')","(0.06256152, 0.045397848, 0.0436387, 0.036652975, 0.034272023, 0.03404927, 0.028586496, 0.028347915, 0.02738692, 0.027183188)",3,"('rt', 'beter', 'corona', 'minder', 'meter', 'nee', 'lockdown', '#anderhalvemeter', 'af', 'zie')",0.27346232533454895,21,10
46,7,"('woning', 'kroning', 'those', 'were', 'the', 'days', 'koningsdag', 'woningsdag', 'beter', 'briljant', 'idee', 'jaar', 'allemaal', 'dam', 'groepjes', 'minstens', 'meter', 'elkaar', 'vertoning', 'meter-dag', 'zoiets')","(0.052543167, 0.052527025, 0.042577792, 0.03937991, 0.034003116, 0.033342715, 0.03216423, 0.031992685, 0.026801948, 0.026189158)",4,"('kans', 'meter', '#anderhalvemetersamenleving', '#stopdelockdown', '#corona', '#blijfthuis', 'houd', '#lockdown', 'afstand', '#houdafstand')",0.05412501469254494,21,10
47,7,"('woning', 'kroning', 'those', 'were', 'the', 'days', 'koningsdag', 'woningsdag', 'beter', 'briljant', 'idee', 'jaar', 'allemaal', 'dam', 'groepjes', 'minstens', 'meter', 'elkaar', 'vertoning', 'meter-dag', 'zoiets')","(0.040056493, 0.03837436, 0.035500564, 0.029390577, 0.028579896, 0.02412208, 0.02347182, 0.023355428, 0.020999838, 0.020401355)",5,"('we', 'moeten', 'waar', 'elkaar', 'regel', 'blijven', 'houden', 'gaan', 'meter', 'onze')",0.05448000133037567,21,10
48,8,"('beleid', 'steeds', 'jongeren', 'jaar', 'afstand', 'hoeven', 'houden', 'vakantie', 'scholen', 'geopend', 'adequate', 'voorzorgsmaatregelen', 'treffen', 'ventilatie', 'mondkapjes', 'https://t.co/gxfvdrrkil')","(0.033914, 0.028602174, 0.028153636, 0.027445884, 0.026339673, 0.02414921, 0.024016483, 0.023493648, 0.023287874, 0.023210961)",0,"('anderhalve', 'jaar', 'jij', 'meter', 'alleen', 'via', 'virus', '‘', 'ruimte', 'iedereen')",0.5616757273674011,16,10
49,8,"('beleid', 'steeds', 'jongeren', 'jaar', 'afstand', 'hoeven', 'houden', 'vakantie', 'scholen', 'geopend', 'adequate', 'voorzorgsmaatregelen', 'treffen', 'ventilatie', 'mondkapjes', 'https://t.co/gxfvdrrkil')","(0.039785545, 0.032295972, 0.03028803, 0.029464245, 0.028402364, 0.027757443, 0.027339462, 0.026661025, 0.025773868, 0.02369693)",1,"('m', 'normaal', 'we', 'lockdown', 'houden', 'nieuwe', 'gaat', 'nodig', 'wij', 'hele')",0.05300666764378548,16,10
